	video_id	title	channel_title	category_id	category	publish_time	tags	views	likes	dislikes	comment_count	description
1177	Juaw-_nEEYw	2018년 10월 8일 (월) 뉴스파이터 다시보기 - 부모에게 두 번 버려진 아이들…왜?	MBN News	25	News & Politics	2018-10-08T06:14:18.000Z	MBN|MBN뉴스|뉴스|mbn실시간|뉴스파이터|뉴스파이터 다시보기|버려진 아기|부모|부모와 아이|두 번 버려진 아이들|제사|명절 제사|시댁	22144	77	6	18	"2018년 10월 8일 (월) 뉴스파이터 다시보기 - 부모에게 두 번 버려진 아이들…왜?

☞ MBN 유튜브 구독하기  ☞ https://goo.gl/6ZsJGT
📢 MBN 유튜브 커뮤니티https://www.youtube.com/user/mbn/community?disable_polymer=1"
1178	AkRxAsXB1V4	고양이 꾹냥이꾹순이 과거vs현재 비교!! & 근황영상 (낚시주의) [꾹TV]	꾹TV(Kkuk TV)	24	Entertainment	2016-11-13T10:13:08.000Z	고양이|낚시|고양이애교|고양이울음소리|고양이소리|고양이실험|민망|꿀잼|꾹냥|꾹순이|근황|일상|고양이낚시|꾹고양이|꾹고양이애교|꾹고양이울음소리|꾹고양이소리|꾹고양이실험|꾹민망|꾹꿀잼|꾹꾹냥|꾹꾹순이|꾹근황|꾹일상|꾹고양이낚시|꾹tv고양이|꾹tv낚시|꾹tv고양이애교|꾹tv고양이울음소리|꾹tv고양이소리|꾹tv고양이실험|꾹tv민망|꾹tv꿀잼|꾹tv꾹냥|꾹tv꾹순이|꾹tv근황|꾹tv일상|꾹tv고양이낚시|장난감|장난|TOY|toy|꾹tv|꾹|꾹이|RNr|RNrTV|꾹티비|티비	2599635	44765	942	4389	"반가워요! 꾹TV(Toys need you)입니다.
꾹TV일상채널 구독하기 http://goo.gl/CFF7ro?sub_confirmation=1 
구독=재미,입담 UP! UP!!인스타그램 //www.instagram.com/kkuktv/

오늘은 고양이친구들 꾹냥이 꾹순이의 근황입니다^^
오늘은 간단한 근황을 보고!
과거 꾹냥이꾹순이와 현재꾹냥이꾹순이의 비교를 한번해봤어요!!
1.간식 2.장난감 3.캣타워 이렇게 3분야로 비교를 해봤는데요.
너무도 커버린 우리 고양이친구들ㅋㅋㅋㅋ
어떻게 변했을지 영상으로 확인해주세요^^
감사합니다.♥

https://youtu.be/osVgy1Z7Tho

미니 인형뽑기 기계 10분 미션 도전!! 영상 https://youtu.be/ujefDFNyBh0

고퀄리티 포켓몬스터 스페셜 컬렉션 뽑기!! 레전드 영상 https://youtu.be/uUBpFWEAKNY

포켓몬스터 황금딱지 한박스 뽑기!!! 영상 https://youtu.be/ojP3pcJFL-k

꾹TV 소통!! QnA 2번째 시간!! 신상공개!?! https://youtu.be/jx7sJ1wdbRA

터닝메카드 야광 그리핑크스 만들기 도전!! 영상 https://youtu.be/iKDl78SAvLA

킨더조이 한정판 쿵푸팬더3 편의점 싹쓸이 까기! 1탄 https://youtu.be/95NddzP4BEs

액체괴물 만들기 첫 도전기!! (우유컨셉?) 영상 https://youtu.be/6KS4jhARhYk

케로로 대장군 프라모델을 만들어보자!![마지막회] https://youtu.be/ODwyeL_PLm8

고퀄리티 포켓몬스터 피규어뽑기!! (매맞는 꾹이..)편 영상 https://youtu.be/6LiqiMNoZhY

레고 넥소나이츠 신제품 배틀블래스터조립!(상황극)편 영상 https://youtu.be/7Huu2oTCISE

신제품 레고 마인크래프트 '아이언골렘' 조립(상황극)편영상 https://youtu.be/40QvJXZ4pNw

구독해주시면 발전하는 모습 보여드릴께요^^
감사합니다."
1179	93lrosBEW-Q	Jemaine Clement - Shiny (from Moana) (Official Video)	DisneyMusicVEVO	10	Music	2016-12-20T08:00:01.000Z	moana|shiny moana|shiny|moana shiny|moana songs|moana soundtrack|moana song|your welcome|moana crab song|disney songs	278351440	639198	104553	61737	"Disney+ is the only place to stream your favorites from Disney, Pixar, Marvel, Star Wars, National Geographic and more. Access it all in the US, Canada and the Netherlands at https://disneymusic.co/JoinDisneyPlus?IQid=dmvevo

See #Moana, starring Dwayne ""The Rock"" Johnson and Auliʻi Cravalho, available digitally now: https://movies.disney.com/moana

Watch all #MoanaMusicVideos here: https://disneymusic.co/MVOSndtrkWS/Vevo
Stream the #MoanaSoundtrack here: http://disneymusic.co/MVOSndtrkWS 
Download the soundtrack: http://disneymusic.co/MVOSndtrk 

Think you're the biggest Disney music expert among your family & friends? Test your knowledge with the #DisneyHitsChallenge here ➡️ http://disneymusic.co/disneyhitschallenge

--

For centuries, the greatest sailors in the world masterfully navigated the vast Pacific, discovering the many islands of Oceania. But then, 3,000 years ago, their voyages stopped for a millennium – and no one knows exactly why. From Walt Disney Animation Studios comes “Moana,” a sweeping, CG-animated feature film about an adventurous teenager who is inspired to leave the safety and security of her island on a daring journey to save her people. Inexplicably drawn to the ocean, Moana (voice of Auliʻi Cravalho) convinces the mighty demigod Maui (voice of Dwayne Johnson) to join her mission, and he reluctantly helps her become a wayfinder like her ancestors who sailed before her. Together, they voyage across the open ocean on an action-packed adventure, encountering enormous monsters and impossible odds, and along the way, Moana fulfills her quest and discovers the one thing she’s always sought: her own identity. Directed by the renowned filmmaking team of Ron Clements and John Musker (“The Little Mermaid,” “Aladdin,” “The Princess & the Frog”), produced by Osnat Shurer (“Lifted,” “One Man Band”), and featuring music by Lin-Manuel Miranda, Mark Mancina and Opetaia Foa‘i, “Moana” sailed into U.S. theaters on Nov. 23, 2016.

Stay connected with #DisneyMusic:
http://facebook.com/disneymusic
http://twitter.com/disneymusic
http://instagram.com/disneymusic 
http://disneymusic.co/disneymusicyt

For more Moana:
http://disney.com/moana 
http://facebook.com/disneymoana 
http://twitter.com/disneymoana 
http://instagram.com/disneyanimation

Moana Sheet Music:
How Far I’ll Go (Alessia Cara version): http://bit.ly/HowFarIllGo_SheetMusic 
How Far I’ll Go (Movie version): http://bit.ly/HowFarIllGo_MovieVersion_SheetMusic 
Shiny: http://bit.ly/Shiny_SheetMusic
You’re Welcome: http://bit.ly/YoureWelcome_SheetMusic
I Am Moana: http://bit.ly/IAmMoana_SheetMusic 
Where You Are: http://bit.ly/WhereYouAre_SheetMusic
Know Who You Are: http://bit.ly/KnowWhoYouAre_SheetMusic


Music video by Jemaine Clement performing Shiny. (C) 2016 Walt Disney Records

http://vevo.ly/OE69m2"
1180	zagNS08yNx8	두뇌 풀가동!! 젤리 동물?들의 전쟁! [ 특별한 녀석들 : 파티패닉 ] - 피카리스코 김블루	악동 김블루	20	Gaming	2017-02-05T08:29:28.000Z	김블루 파티패닉|파티패닉|파티패닉 미니게임|김블루|파티패닉 김블루|피카리스코|특별한녀석들|샌드박스|PRATY PANIC	661436	3268	149	419	"파티패닉이라는 핵꿀잼 미니게임모음집 게임을 들고왔습니다!
》구독하기 링크 Click!!: http://gudok.kimblue.tv
》피카리스코 아지트!! : http://cafe.kimblue.tv
》김블루의 카카오스토리 구독하기: http://story.kimblue.tv
》김블루의 카카오톡 ID : @kimblue

★지금 구독하기와 좋아요버튼을 꾹 눌러달라구!!★

★ 피카리스코 친구들 유튜브 링크!! 필수구독! ★
》키스 - https://www.youtube.com/channel/UC4N75Mtgzm4JNaRxyRm9Q8A
》신성 - https://www.youtube.com/channel/UCAwk_dr_z35_GUkvFCzHIXQ
》뽀노 - https://www.youtube.com/channel/UC6w56y491EhVxowRo8i_A8Q
》레나 ( 편집 스탭 ) - https://www.youtube.com/channel/UCbTQvGbs9x5ERvE4ZmD47qw
》윤수 피아노 ( 매니저 ) - https://www.youtube.com/YunSuPiano
》못난이하율 ( 디자인 ) - https://www.youtube.com/channel/UCw6i1-tIc7cQIMFMIqfBXhQ
》육식토끼 ( 디자인 ) - https://www.youtube.com/channel/UCy1AUBBSZx81v9tpTBZCscQ


-------------------------------------------------------------------------------------
Welcome to KimBlue's channel, guys!
Thank you for watching my video.
All the videos in my channel are played
by me, with my friends.
I usually play GTA5, Mincraft and 
Garry mod, which will be uploaded
frequently in my channel.
Thanks for reading this intro and 
please watch my other videos, which will
be more fun!
Don't scare to be captivated my me-★
I will be back with more fun and witty 
videos!
Do not forget to ""SUBSCRIBE"" my channel
and ""LIKE"" my videos!!



음원 - JWVID , 유튜브 라이브러리, 퍽픽, NCS
Kevin MacLeod의 음원은(는) Creative Commons Attribution 라이선스(https://creativecommons.org/licenses/...)에 따라 라이선스가 부여됩니다.
출처: https://soundcloud.com/kevin-9-1
아티스트: http://incompetech.com/

엔딩곡
Desmeon - Back From The Dead [NCS Release]
https://youtu.be/OFWT4yfPdjo
Desmeon
• http://www.youtube.com/iamdesmeon
• https://soundcloud.com/desmeon
• http://facebook.com/iamdesmeon
• http://twitter.com/iamdesmeon
email : rainblue37@naver.com"
1181	cD0pUnXYk7w	시장경제 공부합시다 48강; 경제는 지구적, 두뇌는 원시적	펜앤드마이크TV	25	News & Politics	2018-04-03T02:12:25.000Z	정규재티비|정규재TV|jkj|정규재뉴스|펜앤마이크|펜앤뉴스|pennmike|김현종|통상교섭|무역장벽|홍콩관세|파푸아뉴기니|원시사회|남다니족|북다니족|노동력|고용|문명인|시장경제 공부합시다	9790	468	7	16	
1182	6lN8voC14zY	100만 유튜버가 사는집은 어떨까? 창현의 은밀한공간 최초공개합니다.	창현거리노래방KPOP COVER STREET KARAOKE	24	Entertainment	2018-06-05T12:26:46.000Z	일반인들의소름돋는라이브|일소라|일반인이부른노래레전드|bj창현|노래|음악|아이돌|쏭카페|창현거리노래방|거리노래방|홍대|홍대버스킹|버스킹|버스킹레전드|jfla|노래버스킹|k-pop|팝송|팝송커버|일반인팝송|일반인버스킹|박효신|이수|엠씨더맥스|나얼|먼데이키즈|정승환|장덕철|일반인커버업|커버업레전드|커버업영상|bts|방탄소년단|kpop|mnet|보컬트레이닝|보이스코리아|노래잘하는법|1thek|원더케이|ibighit|SMTOWN|jypentertainment|K-pop|Stone Music Entertainment|1MILLION Dance Studio|JFlaMusic|보겸|재넌|BANGTANTV|M2|이환|철구|밴쯔|윽방|떵개|Tvn|T-Series|Canal KondZilla|netd müzik|Wave Music|Ice Age Entertainment|Ozuna|El Reino Infantil|NickyJamTV|Filmi Gaane	788701	4657	381	739	"창현 유튜브 구독누르시고 레전드영상 받아보세요 
구독하러가기 https://bit.ly/2kwqjPd
광고&섭외&스폰 문의: Bjummma@naver.com



#창현 #BJ창현 #먹방 #먹스타그램 #맛스타그램 #아프리카tv #BJ #너목보 #슈스케 #케이팝스타 #프로듀스101 #노래 #음악 #일소라 #레전드 #먹방 #아이돌 #배우 #모델 #쏭카페 #창현의거리노래방 #거리노래방 #홍대 #홍대걷고싶은거리 #버스킹 #버스킹레전드 #j.fla #Mukbang #먹방 #Eatingshow #홍대맛집 #맛집 #홍대카페 #kpop"
1183	oaMkUjios_Y	[MMMTV3] EP15 2.0.1.7 연말결산	MAMAMOO	10	Music	2017-12-27T09:00:08.000Z	마마무|MAMAMOO|맘팁|MMMTV|연말결산	303174	7289	38	598	".
[MMMTV3] EP15 2.0.1.7 연말결산"
1184	7CsnF2vhwAM	윽박 겨울철 빙판 오프로드 차 ㄹㅇ박살남 레전드 영상	최고다윽박	23	Comedy	2019-01-06T12:13:23.000Z	최고다윽박|자연인|바다|낚시|요리먹방|시골|아프리카TV|작약꽃|국민바보|eugbak|mukbang|커디스미디어|JTBC|방구석편집자|극진가라데|티버는소정|야메쌤|자연의왕|밀림|동물|생존|윽짓거리|오프로드|자동차|car|offload|offroad|얼음|ice|빙상|스포츠|sports|운동	1270403	8657	941	1821	"업로드 시간: 매일 오후 8~10시 사이!!

문의 ipokid@naver.com

아프리카 ▼
 http://www.afreecatv.com/partypeople
페이스북 ▼
https://www.facebook.com/profile.php?id=100013943733215&hc_ref=SEARCH&fref=nf
인스타그램 ▼
https://www.instagram.com/ipokid/"
1185	2ZKVPHFpD58	💗버드리💗 점팔이품바.나팔녀품바 영입 멤버교체 발표 품바사랑버드리 팬카페 팬미팅장에서[20170701]	이룸 LNBStyle	22	People & Blogs	2017-07-02T12:23:57.000Z	버드리|버드리품바|버들이품바|버드리공연|버들이공연|버들이|버드리품바사랑버드리팬카페팬미팅이벤트공연|버드리품바사랑버드리팬카페팬미팅이벤트|버드리품바사랑버드리팬카페팬미팅이벤트공연20170701|버드리품바사랑버드리팬카페팬미팅이벤트2017년7월1일|버드리목원대학교체육관이벤트공연|버드리대전목원대학교체육관이벤트공연 버드리대전목원대학교체육관품바사랑버드리팬카페팬미팅이벤트공연	185960	369	115	32	"■ 품바사랑 버드리 다음펜카페: http://cafe.daum.net/arang4435
■ 버드리공연 섭외문의:  010-7771-9373 : 북,장구,퓨전난타,기능전수,각종행사,전문학원 버드리아카데미로 문의해 주세요.
● 2017년7월1일 대전목원대학교 체육관에서 품바사랑버드리 팬카페 팬미팅 이벤트행사가 있었습니다
이곳에서 버드리님이 앞으로 꾸려나갈 꾸러기팀 멤버교체를 발표하는영상입니다
● 많은 팬카페회원들이 모여 성황리에 공연을하였습니다"
1186	stG6wE7r0Lw	한국의 국운 풀이법 - 문재인 대통령 사주와 국운 예측	보적수리사주	27	Education	2017-12-19T06:32:29.000Z	대한민국 국운|국운풀이|나라운세|문재인 사주	45307	226	60	9	"보적 수리사주( http://www.surisaju.com )에 의한 ""국운 풀이법""을 공개합니다. 급변하는 사회변화와 각 개인의 운명에 의한 운명, 운세, 인연, 미래진로 등을 함께 풀어 나간다.
한국의 국운 풀이에 따라 ""2018년 대한민국의 국운""을 풀고, 매년 변화되는 국운을 풀어 나가는 풀이법을 공개한 것이다."
1187	IoJTiOH4qVc	ENGSUB.직원들이 퇴사하고 유튜버 한다네요 어떡하죠?My Employees are Quitting to be Youtubers??	창현거리노래방KPOP COVER STREET KARAOKE	24	Entertainment	2018-10-09T09:02:32.000Z	혼코노|일반인들의소름돋는라이브|일소라|일반인이부른노래레전드|bj창현|노래|음악|아이돌|쏭카페|창현거리노래방|거리노래방|홍대|홍대버스킹|버스킹|버스킹레전드|jfla|노래버스킹|k-pop|팝송|팝송커버|일반인팝송|일반인버스킹|박효신|이수|엠씨더맥스|나얼|먼데이키즈|정승환|장덕철|일반인커버업|커버업레전드|커버업영상|bts|방탄소년단|kpop|mnet|보컬트레이닝|보이스코리아|노래잘하는법|1thek|원더케이|ibighit|SMTOWN|jypentertainment|K-pop|Stone Music Entertainment|1MILLION Dance Studio|JFlaMusic|보겸|재넌|BANGTANTV|M2|이환|철구|밴쯔|윽방|떵개|Tvn|T-Series|Canal KondZilla|netd müzik|Wave Music|Ice Age Entertainment|Ozuna|El Reino Infantil|NickyJamTV|Filmi Gaane	439324	3072	101	507	"창현이 입은 옷이 궁금하다면? 창현샵 http://lchshop.com
창현 유튜브 구독하기 https://bit.ly/2kwqjPd
광고&섭외&스폰 문의: Bjummma@naver.com



#kpop #kpopcover #라이브 #일소라
#혼코노 #창현 #BJ창현 #먹방 #먹스타그램 #맛스타그램 #아프리카tv #BJ #너목보 #슈스케 #케이팝스타 #프로듀스101 #노래 #음악 #일소라 #레전드 #먹방 #아이돌 #배우 #모델 #쏭카페 #창현의거리노래방 #거리노래방 #홍대 #홍대걷고싶은거리 #버스킹 #버스킹레전드 #j.fla #Mukbang #먹방 #Eatingshow #홍대맛집 #맛집 #홍대카페 #kpop"
1188	A_-KiqjSYfg	길거리 돌아다니기 제 인기가 이 정도였나요?	최고다윽박	23	Comedy	2018-02-06T08:55:22.000Z	최고다윽박|윽박|자연인|김병만|베어그릴스|바다|낚시|바다낚시|민물낚시|민물|유명bj|요리먹방|요리|먹방|취사병|군필bj|시골촌동네|시골사람|마을회관|시골풍경|아프리카TV|턱형|작약꽃|국민바보|바보|가류탄|폭발|생생정보통|불로켓|eugbak|mukbang|말이씨가됬네|커디스미디어|JTBC|워너비|미션|여주|시내|머리|핸드폰|커피|밥|0월|공짜|공짜로|4가지|수행|이천|인기|길|길거리|load|1월|2월|겨울	285751	4742	82	812	":: 아프리카TV최초 자연인컨셉 BJ :: 

문의 ipokid@naver.com

아프리카 ▼
 http://www.afreecatv.com/partypeople
페이스북 ▼
https://www.facebook.com/profile.php?id=100013943733215&hc_ref=SEARCH&fref=nf
인스타그램 ▼
https://www.instagram.com/ipokid/"
1189	dqQLV2mLLsE	[파이] 남순오빠가....수미와 릴카를 속이는 개꿀잼 몰래카메라!/18.11.26	파이월드TV [PiworldTV]	24	Entertainment	2018-11-27T12:14:37.000Z	파이|여포|여캠|게임|스팀|여bj|개인방송|BJ|야방|여비제이|여BJ|야외방송|아프리카|꿀잼|웃긴영상|개꿀잼|리액션|댄스|bj파이|릴카|수미|사이즈|몸매|몰카|몰래카메라|남순|합방|합동방송|박사장|만식이|강만식|킬패스	1760548	4899	695	707	"아프리카 생방송 바로가기 - http://www.afreecatv.com/pi0314
네이버TV 바로가기 - http://tv.naver.com/piworldtv
BJ파이의 게이밍 PC는 MSI코리아로부터 지원되었습니다.
http://www.msi.com

메인보드 - MSI Z370 게이밍 프로 카본
그래픽카드 - MSI 지포스 GTX 1080 Ti 게이밍 X 트윈프로져6
CPU 쿨러 - MSI 코어프로져 XL
CPU - Intel 8세대 코어 i7-8700K 프로세서
메모리 - G.SKILL DDR4 32G PC4-25600 CL16 TRIDENT Z RGB (8Gx4)
SSD - 삼성전자 960 EVO M.2 2280 256GB
HDD - 시게이트 바라쿠다 2TB (SATA3/7200/64M)
케이스 - Phanteks ENTHOO PRO M TG SE
파워 - FSP Hydro G 750W

PC 제작 및 기술지원 : 양컴 (http://yangcom.co.kr , 02-794-8906)
PC 정보 및 구매페이지 : http://yangcom.co.kr/shop/item.php?it_id=1513330038

※ 방송은 방송일 뿐! 재미로 봐주시면 감사하겠습니당! ^_ ^7 ※

#파이 #릴카 #남순"
1190	lQGoN5bRi5M	사고만 치고 다니는 처남한테 벤츠랑 체인점을? 주라는 정신나간 아내 최후 역관광카톡 [타임TV]	타임TV	24	Entertainment	2019-02-24T01:10:00.000Z	사고만 치고|사도|처남|벤츠|체인점|주라는|정신나간|아내|최후|역관광카톡|레전드|카톡|어이없다|뻔뻔|이혼|재산분할|재산반반|빚|가게|위자료|남자|여자|타임TV #youtube	101251	172	36	21	"사고만 치고 다니는 처남한테 벤츠랑 체인점을? 주라는 정신나간 아내 최후 역관광카톡 [타임TV]
#카톡 #꿀잼톡 #타임TV
▣""타임TV"" 유튜브 채널 구독 : https://bit.ly/2OQJqRC
사연 제보는 아래 주소로 해주시면 감사하겠습니다. 
mimi.210994@gmail.com
많은 성원 부탁드려요
카카오톡 이야기- 꾸준히 매일 업데이트합니다
실시간 제보, 익명 제보 받습니다, 원본 혹은 재구성해서 업로드 합니다
만약 문제가 있으면 메일로 연락 주세요, 댓글을 달면 못 읽을 수도 있으니까요
**시청 해 주셔서 감사합니다**"
1191	yF3T7BLZgJc	그들이 이러는 법적인 이유 [전지적 변호사시점]	현변tv 변호사현창윤Lawyer Hyun	25	News & Politics	2019-08-25T05:39:58.000Z	구혜선|안재현|소송|이혼|재판|이혼조정|조정|신청|합의|인스타|댓글|문자|분쟁|팩트|안구|예측|추측|변호사|유튜브|법적|연예인|예능	134240	801	93	147	"추가된 내용을 바탕으로 

현재까지 상황과 구혜선씨의 소송전략을 연구해봤습니다. 


편집이 늦어져서 업로드를 며칠 늦게하는 점 정말 죄송하게 생각합니다. 
다음에는 더 빠르게 전달하곘습니다.  

소통 instagram : lawyer_hyun
컨텐츠 추천, 상담 e-mail : utbcatslawyer@gmail.com

사건의 구체적 사실과 정황 등에 따라 법규정 해석에 대한 이견이 있을 수 있습니다. 답변은 일반적인 경우에 대한 변호사 소견으로, 답변과 관련하여 답변 변호사나 사업자의 법률적 책임이 없음을 알려드립니다. 각종 범죄 등으로 피해를 입었거나 방송에 제보하고 싶은 사연이 있다면 utbcatslawyer@gmail.com 으로 보내주세요"
1192	6WR2GocgwUI	언더테일 팬들 다모여라!! 훈수를 부탁해!! [ 언더테일 : 재밌는 녀석 김블루 ] - 피카리스코	악동 김블루	20	Gaming	2017-05-11T08:30:00.000Z	언더테일|undertale|재밌는녀석|김블루|냐무|신성|뽀노|피카리스코|재밌는순간들|특별한녀석들|언더테일 노래|언더테일 브금|언더테일 ost	546012	13014	133	4002	"언더테일.. 그것은.. 어려운 재밌는 게임이였다!
》구독하기 링크 Click!!: http://gudok.kimblue.tv
》피카리스코 아지트!! : http://cafe.kimblue.tv
》김블루의 카카오스토리 구독하기: http://story.kimblue.tv
》김블루의 카카오톡 ID : @kimblue

★지금 구독하기와 좋아요버튼을 꾹 눌러달라구!!★

★ 피카리스코 친구들 유튜브 링크!! 필수구독! ★
》신성 - https://www.youtube.com/channel/UCAwk_dr_z35_GUkvFCzHIXQ
》뽀노 - https://www.youtube.com/channel/UC6w56y491EhVxowRo8i_A8Q
》레나 ( 편집 스탭 ) - https://www.youtube.com/channel/UCbTQvGbs9x5ERvE4ZmD47qw
》윤수 피아노 ( 매니저 ) - https://www.youtube.com/YunSuPiano
》못난이하율 ( 디자인 ) - https://www.youtube.com/channel/UCw6i1-tIc7cQIMFMIqfBXhQ
》육식토끼 ( 디자인 ) - https://www.youtube.com/channel/UCy1AUBBSZx81v9tpTBZCscQ


-------------------------------------------------------------------------------------
Welcome to KimBlue's channel, guys!
Thank you for watching my video.
All the videos in my channel are played
by me, with my friends.
I usually play GTA5, Minecraft and 
Garry mod, which will be uploaded
frequently in my channel.
Thanks for reading this intro and 
please watch my other videos, which will
be more fun!
Don't scare to be captivated my me-★
I will be back with more fun and witty 
videos!
Do not forget to ""SUBSCRIBE"" my channel
and ""LIKE"" my videos!!



음원 - JWVID , 유튜브 라이브러리, 퍽픽, NCS
Kevin MacLeod의 음원은(는) Creative Commons Attribution 라이선스(https://creativecommons.org/licenses/...)에 따라 라이선스가 부여됩니다.
출처: https://soundcloud.com/kevin-9-1
아티스트: http://incompetech.com/

엔딩곡
Desmeon - Back From The Dead [NCS Release]
https://youtu.be/OFWT4yfPdjo
Desmeon
• http://www.youtube.com/iamdesmeon
• https://soundcloud.com/desmeon
• http://facebook.com/iamdesmeon
• http://twitter.com/iamdesmeon
email : rainblue37@naver.com"
1193	Lq1DyaKJzfk	How to Build an Igloo by Yourself	overthehill outdoors	26	Howto & Style	2014-03-01T22:24:37.000Z	Bushcraft|Snow Shelter|Igloo|Rocky Mountains|Utah|Snowshoeing|overthehill outdoors|winter survival|emergency shelter	11151441	80169	4214	5703	"A simple step-by-step video on how to make an igloo by yourself.  Filmed in northern Utah's mountains on a solo February snowshoeing trip in 2014. 

The traditional method of igloo building adds the blocks in a continuous upward sloping spiral.  That works well, especially if you have an assistant helping you.  But when I'm working alone I prefer the concentric ring method shown in this video.  Regardless of the method, I try for the igloo roof shape to be about half-way between a true hemisphere and a cone.  I believe the technical term for this shape might be a catenary arch or a parabolic arch.   I use the string when teaching first-timers to cut blocks at the correct angles, but once you've made a couple of igloos you'll be able to eyeball the cuts just fine without it.  

This igloo took me 7 hours to build, but normally I can do it in 5 hours or less.  Being my own camera man for this video added more time than I'd anticipated."
1194	xn2C2e3Bv9o	🔥내가 만났던 실력자중 이분이 TOP.1 레전드🔥 히든싱어 우승자	창현거리노래방KPOP COVER STREET KARAOKE	24	Entertainment	2019-07-29T08:52:46.000Z	KPOP|임다|철구|홍구|KARAOKE|carpool|감스트|뽐뽐뽐|봉준|랭킹모아|리플|우마|엣지|미니미니|새송|연플리|삐맨|Bigmarvel|세야|셀리|김덕배|신세경|윰댕|대도서관|하늘|말왕|나도|홍사운드|케이|남순|제이제이|급식왕|앙재은띠|장삐쭈|korea|와썹맨|Englishman|송대익|테스터훈|어썸하은|허팝|twice|트와이스|K-POP|kpopcover|K-popcover|wish107.5|제이플라|JFla|JFlaMusic|버블디아|라온|Raon|BLACKPINK|블랙핑크|BTS|방탄소년단|이수|김범수|턱형|Stone|나얼|볼빨간사춘기|아이유|숀|선미|양팡|박효신|엠씨더맥스|SG워너비|폴킴|Karaoke|금영노래방|질러쏭|멜론|이사배|더블비|보겸|슈기|보물섬|밴쯔|떵개|공대생|영국남자|일소라|혼코노|커버곡|음악|노래|버스킹|팝송커버|노래잘하는법|원더케이|1theK|StoneMusic|1MILLION|원밀리언댄스|BANGTANTV|M2|T-Series|Jfla|최은경	1373197	7945	1532	1050	"창현 유튜브 구독하기 https://bit.ly/2kwqjPd
광고&섭외&스폰 문의: Bjummma@naver.com
인스타그램 https://www.instagram.com/ssong.cafe/

01:30 차지선 천년의사랑
06:45 이영현 체념
13:21 박미경 이유같지 않은 이유
21:50 알리 365일
27:28 박미경 기억속의 먼 그대에게
34:30 서문탁 사미인곡
42:25 bmk 물들어"
1195	d1D1SJ-KqaQ	WINNER - ‘EVERYDAY’ M/V	WINNER	10	Music	2018-04-04T09:00:04.000Z	위너|WINNER|이승훈|송민호|김진우|강승윤|JINU|MINO|HOONY|YOONY	54983149	999583	19309	75967	"#WINNER #위너 #THE2NDALBUM #EVERYD4Y #EVERYDAY #YG

Download on iTunes @ http://drop.lk/EVERYD4Y_it

Available on Apple Music @ http://drop.lk/EVERYD4Y_am

Available on Spotify @ http://drop.lk/EVERYD4Y

Albums Available @
YG E-SHOP: https://goo.gl/Ef4hGQ
Amazon US:https://goo.gl/Ff9ub4 
Amazon JP:https://goo.gl/ozvZ5m 

More about WINNER @ 
http://www.yg-winner.com/
http://www.facebook.com/OfficialYGWINNER
http://www.youtube.com/OfficialYGWINNER
http://sptfy.com/OfficialYGWINNER
http://weibo.com/winnerasia
http://twitter.com/ygent_official"
1196	8mjD7kzszY4	2017.12.26 (화) 대구 MBC 뉴스데스크	dgmbcnews	25	News & Politics	2017-12-26T12:08:49.000Z	대구 MBC 뉴스데스크|daegu mbc newsdesk|대구엠비씨 뉴스|저녁뉴스|문화방송 뉴스|대구방송|대구엠비씨뉴스데스크|뉴스데스크|8시뉴스	7146	44	1	7	
